,cases_70days,icu_beds,commuting_in,commuting_out,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
629,1074,10,6871,14174,176.42879682,0.339129262704,10.6,10829,37.6,31.7,70807,81758
630,23,0,2287,1851,28.979356885,0.466969778016,9.8,3957,41.3,29.7,61807,19991
631,49,0,3079,6076,49.852132934,0.29803519293,11.8,6359,45.1,22.3,57757,30999
632,112,8,8311,20111,148.91272452,0.33821520301700003,9.6,16103,43.6,22.3,61118,89918
633,19,0,2309,13245,64.544592052,0.223717542749,10.4,6791,37.8,27.6,69114,48011
634,103,0,4428,10492,70.91780927100001,0.17180355128,9.1,5812,38.4,24.2,65831,40474
635,314,8,5112,4075,124.00494179,0.227260446686,13.0,9881,40.2,28.6,53992,51527
636,83,9,3569,11590,50.733254135,0.174237318596,10.1,8496,38.9,19.7,56489,55834
637,13,4,2710,2281,29.332133511,0.199601177476,18.2,3931,31.0,25.5,49577,29003
638,2555,297,192548,71377,2016.4246124,0.525536708861,15.4,119690,36.8,37.1,57300,817473
639,637,196,74202,52927,1152.0393866,0.471473793877,16.9,91990,39.3,27.4,51071,531687
640,193,37,11462,9660,244.65823607,0.290831612051,14.4,22951,41.3,17.8,49668,121154
641,4,0,413,1197,5.2308066018,0.182757507265,10.3,1347,46.9,27.0,52840,6237
642,37,22,1415,1931,20.405340238,0.286776178918,11.2,17851,42.1,29.9,54382,103806
643,8,0,837,974,2.3967733878,0.249575191164,9.2,2283,52.6,28.9,53031,8600
644,7,0,834,299,4.673400701,0.431440045898,25.4,1211,30.3,17.1,40179,11004
645,3,0,1136,837,17.114383308,0.252059308072,12.7,1357,39.3,28.1,52069,6972
646,24,7,2761,4490,3.0732329381,0.183337826908,8.3,5477,33.9,18.2,79134,52778
647,385,0,777,2364,22.479955520999997,0.8261178140530001,33.2,2557,35.1,9.9,26449,17010
648,566,14,7976,5615,98.009284839,0.274265486726,19.9,11006,37.2,20.5,42435,68098
649,630,0,4726,3542,46.163081768999994,0.405290361812,25.5,4149,36.5,12.7,38034,28124
650,52,0,828,3212,35.367668867,0.418852597732,23.4,2732,39.9,13.4,33566,14286
651,85,0,1070,1436,12.726618613,0.677048394825,30.3,1480,37.5,13.8,29900,8630
652,105,0,1311,2419,29.567667395,0.430737658192,21.0,3519,41.6,16.6,39498,17955
653,227,0,1857,3142,32.189892424,0.5278002426199999,37.1,3629,35.7,14.6,33111,29690
654,14,8,1078,2479,5.7771715417,0.679891202401,28.2,5536,43.2,22.7,35292,27277
655,602,16,9695,10047,365.9844659,0.3850335917310001,10.3,23572,49.3,31.5,62175,92039
656,1104,10,11616,41538,270.81851695,0.32672623883,5.2,22889,44.5,34.9,92284,140488
657,25,19,880,1801,44.476761586,0.459420948916,13.3,20891,50.5,26.1,57183,77331
658,156,46,18148,22227,382.89278435,0.377885624344,4.2,16411,43.9,48.4,83014,89221
659,78,10,9992,7284,77.496909458,0.470324604648,8.6,11182,41.2,23.8,57256,64442
660,99,48,16933,10037,164.04190404,0.504271449704,12.9,15201,34.4,31.8,60111,104646
661,372,16,13091,18983,187.00830568,0.369903104607,10.1,16928,39.7,28.3,64234,103868
662,74,0,6453,17891,157.37345546,0.364523818533,5.3,6933,40.1,28.7,72645,50089
663,42,10,7025,14829,75.151541441,0.461808993751,7.6,9671,42.4,23.2,65435,57532
664,131,119,17925,5903,293.29254704,0.407690370246,18.3,12278,31.2,41.3,51070,105612
665,4,0,639,902,16.320465234,0.216512702079,13.5,1731,48.7,17.5,48070,6839
666,3,0,829,2903,10.174075545,0.5218628174059999,14.2,3891,52.0,30.5,53637,15036
667,30,0,2941,11047,67.163501378,0.128728848725,15.6,10938,42.9,17.1,51152,56590
668,150,0,13770,42234,286.33614908,0.384387557434,11.0,20356,36.5,27.9,65468,162809
669,37,6,1879,5265,49.909760456,0.34613950018600004,19.1,5066,43.8,15.9,42412,24527
670,139,0,2319,4454,45.19917996,0.328192545858,14.9,3818,41.9,16.1,46019,20473
671,3056,64,29193,42843,578.1440906,0.37660724814,7.9,92310,38.6,26.9,66270,545724
672,944,18,14459,23703,391.89646274,0.303194920721,10.0,26068,41.2,20.3,61087,141793
673,443,51,34300,59974,339.38250510000006,0.327423792231,9.2,76650,46.8,28.5,58398,348899
674,17,0,3113,2225,22.17879403,0.17018469657000002,18.4,3930,40.9,12.8,49208,20160
675,22,0,566,551,6.110289722999999,0.216509775525,10.1,581,32.4,12.4,61987,4797
676,192,35,12506,36874,242.49884518,0.191653570805,10.7,22330,36.8,18.3,62635,175817
677,731,104,9524,13180,474.58866969,0.646148315978,27.9,54181,31.5,17.3,38106,423163
678,111,12,3426,3233,88.825806199,0.19780971937,14.4,17521,50.7,18.3,46527,60520
679,50,10,3723,3460,72.52639621600001,0.211813393529,18.4,6341,40.1,16.9,44302,37159
680,261,21,10133,31445,387.62353335,0.378609588324,12.0,17496,30.6,27.2,56102,208993
681,75,76,23015,15461,396.25984285,0.263160025096,14.9,22227,39.9,32.4,49242,129375
682,387,12,16674,31245,253.30079531,0.25505454287,7.8,20031,40.2,30.6,76507,144657
683,113,44,7121,20626,410.01303591,0.338929248599,14.1,50317,48.9,17.5,45884,193920
684,120,40,9340,9361,318.07512707,0.362929772082,10.7,47735,52.9,28.3,58228,159923
685,241,7,3586,4043,50.55019229,0.303995808925,23.5,8981,41.6,13.4,39545,46414
686,557,74,22509,20411,296.0539284,0.35173370966,10.7,47411,51.9,33.0,61592,161000
687,10,0,564,839,8.5212337515,0.389874309879,7.9,2423,43.5,37.8,69214,15734
688,620,6,1221,1357,22.700768731,0.263122476447,12.2,4320,36.3,17.6,55387,29068
689,822,16,17893,44209,367.29661189,0.498903579909,8.0,22405,37.5,41.2,89584,150721
690,375,6,12241,26580,227.67698741,0.429481490247,11.7,18257,41.3,24.1,65182,116782
691,112,24,8545,2914,203.29351446,0.344819482389,16.6,15794,41.0,29.6,53906,85292
692,104,16,4242,2823,58.89289941,0.346410941999,24.6,7984,38.3,15.6,42114,47546
693,70,0,4801,6909,183.29249658,0.475091130012,24.0,4070,36.9,19.4,46525,27546
694,278,16,21381,20905,700.17769965,0.61736146213,13.2,11956,37.7,26.5,59673,90896
695,75,0,3272,17210,134.28047126,0.20735199829,8.3,6519,36.1,20.1,65793,64296
696,238,0,1431,1510,19.879066674,0.452739439565,26.5,1928,40.7,15.6,34984,10190
697,444,117,32298,9724,614.11369433,0.589486858573,24.7,22757,36.2,25.7,41390,153159
698,225,0,2759,2386,37.612599392,0.715797936487,24.4,7891,36.6,21.0,40545,46498
699,294,39,3255,7088,28.942035103000002,0.320165984048,13.2,66850,52.9,25.2,48758,235099
700,428,30,24896,17659,329.21407866,0.29591988288000004,8.6,33925,35.3,32.4,68978,279141
701,6,24,3638,2495,63.444582878999995,0.183823529412,14.8,7491,42.4,16.0,44482,37432
702,38,0,2292,2741,25.77136629,0.4310818888220001,19.9,3593,34.1,27.6,45408,22320
703,318,0,4136,8133,78.56551116199999,0.5296873021899999,19.2,6495,35.1,18.0,42606,47955
704,18,0,1101,4478,28.908936635,0.205251641138,13.1,3116,40.4,18.3,52050,18265
705,60,8,3909,4553,78.45926416,0.21189848842,16.5,6946,37.9,15.9,46512,45325
706,29,12,3995,2148,49.507557221000006,0.214089117013,14.5,6398,39.4,18.9,45596,37825
707,203,66,9614,5122,155.98965575,0.299530999771,17.9,14104,34.1,26.3,45615,110332
708,31,0,1533,4281,31.024751005,0.355479840999,23.7,4198,39.7,10.1,37370,23528
709,349,0,2950,8129,55.74284076,0.418275511685,18.7,6409,43.0,13.2,39917,33254
710,2124,157,26164,15422,336.10418322,0.418815450434,20.8,63650,37.6,22.9,43598,413210
711,299,12,4537,7287,80.30445929,0.153404233492,17.9,12024,42.4,11.6,45434,63521
712,12,6,871,780,23.282172074,0.148996429011,20.0,4471,43.7,13.3,39048,19964
713,63,0,670,593,7.6972162063,0.22236929186,44.3,724,35.6,9.6,35880,6061
714,129,11,5863,4903,78.856275223,0.223624970991,16.0,9589,35.0,22.0,45788,64072
715,7,0,331,1109,11.833169822999999,0.162520281233,24.3,1961,47.6,12.5,31659,7881
716,24,69,23619,8554,240.65234879,0.279725417269,15.6,19388,37.5,19.7,46843,127827
717,131,0,1111,2430,30.084666463,0.23798981625,20.1,2424,34.9,11.5,44100,17007
718,28,0,1226,1985,23.311018833000002,0.217550274223,16.4,4223,47.9,14.1,40486,16545
719,321,4,6497,27776,434.00050012,0.383680515594,5.4,12769,40.8,31.1,106270,92525
720,919,24,12400,11573,276.71828694,0.421646609163,14.6,15479,35.8,26.8,54313,103609
721,563,0,9518,6033,52.55324499100001,0.51885557564,23.8,4844,38.3,14.5,47917,32511
722,695,80,44255,16544,909.31982202,0.309908237767,15.3,29415,34.9,32.1,57821,244390
723,408,0,7222,39778,217.20879605,0.120450606586,11.3,17307,36.3,18.3,63088,140789
724,201,0,12319,3997,29.728545536,0.316590995081,15.5,2879,36.2,19.6,58643,23197
725,294,0,4898,4535,86.871546668,0.531071576334,16.8,3427,39.9,14.3,53903,21096
726,252,16,6358,12940,88.887185914,0.430522892169,32.7,12844,36.3,14.2,36624,82124
727,143,16,3332,5310,64.634343586,0.345038588754,26.0,7488,40.8,15.1,35070,38340
728,159,0,7610,7518,137.55753053,0.423446105429,12.8,3337,36.2,20.6,58205,26465
729,404,11,10301,9296,121.63527746,0.329635792198,24.1,10199,36.5,12.7,42909,69830
730,845,11,23080,28444,305.04380266,0.662852700749,11.1,25710,36.3,46.5,74456,160830
731,231,0,3555,4386,56.319970768999994,0.42326718599,11.6,7256,39.1,21.7,53387,40062
732,383,0,21822,46413,418.27773972,0.38314289555,5.2,14306,36.1,39.3,101427,149013
733,139,2,8849,24101,140.52327145,0.406518094862,7.5,12490,40.6,31.4,70967,79595
734,183,0,23523,27456,191.70294512,0.440577523974,9.3,19038,41.0,26.8,66716,110268
735,1983,151,27124,40777,637.13419012,0.523843271216,18.8,67774,40.3,20.9,48370,405813
736,391,8,17571,50428,339.66252777,0.325620163483,5.0,29976,43.2,34.8,84048,191995
737,81,26,13168,10117,161.06787449,0.369404657967,11.3,14640,41.7,34.0,58057,83156
738,35,0,1974,5564,53.98189615,0.228403755869,12.6,3833,44.9,12.6,49731,20799
739,588,75,11948,6626,191.17170445,0.313860074248,14.9,28553,36.0,21.9,50531,203436
740,384,30,18141,7340,392.32152734,0.439417921054,18.1,20611,28.0,37.7,52269,195732
741,111,18,27864,4623,98.202174987,0.325705741085,18.2,8490,28.4,17.3,40299,70461
742,313,32,7582,5506,221.45056716,0.309560237804,15.3,16340,38.7,22.9,51441,101511
743,56,38,4507,2592,98.690719695,0.150205247189,19.5,11710,41.9,15.3,41541,64979
744,35,6,13419,9835,202.30864343,0.319259903142,8.3,6149,36.2,28.6,73500,57004
745,221,30,6729,4930,163.99070715,0.325395894428,16.0,12367,40.9,18.2,45130,65884
746,248,0,853,6299,64.647079959,0.360509904622,20.7,3781,40.5,10.2,48120,21891
747,573,236,29940,12313,517.63208961,0.369106500692,13.4,69749,35.2,30.9,56381,516042
748,112,12,5249,6185,103.57571385,0.340595165549,16.3,7733,40.8,17.9,51161,45210
749,8,0,1058,2288,16.332789212,0.168497312456,12.9,2108,43.9,16.0,47153,9703
750,5,0,474,1058,8.0823455421,0.228193146417,11.4,1337,47.7,20.1,49287,5620
751,338,18,11755,3440,159.97222714,0.464424822073,11.3,16344,38.5,30.5,60367,97311
752,549,5,6530,4887,97.529987564,0.434035418631,11.8,6798,38.1,22.0,58465,42664
753,9,0,2007,4651,33.934863448,0.233603625089,16.5,3749,41.9,19.1,44475,19939
754,286,71,14358,12827,277.05461555,0.523446284371,23.2,21939,32.2,31.8,43303,180742
755,326,13,36906,29518,373.46914676,0.740385819867,12.4,18364,34.7,57.6,71920,148476
756,57,10,4120,8751,158.94886275,0.237954568605,13.2,11242,42.3,15.8,51491,62806
757,630,20,13361,19524,277.79772419,0.304511874188,16.3,23456,40.2,18.7,46864,142088
758,104,10,5598,5203,175.52892186,0.498408394247,18.2,6367,38.2,20.5,46355,39824
759,3,0,412,417,3.9036233971,0.213366336634,11.6,975,45.8,19.2,47360,3975
760,8,0,1097,750,9.717556673999999,0.288424683787,12.3,2187,41.6,26.1,54814,11519
761,330,19,4704,11839,138.50558787,0.381597126278,17.4,17737,42.4,14.1,46950,97241
762,739,20,8194,19643,191.53930458,0.271160601843,15.1,20059,44.0,14.8,44938,101883
763,36,8,4737,7536,136.8649266,0.265608494271,9.8,16237,47.9,28.4,55052,69473
764,385,29,11900,36648,302.99227737,0.240623220807,15.0,28859,42.3,18.5,47758,167609
765,157,0,4417,16307,141.69366231,0.428432880744,12.7,10417,41.3,21.3,57710,69685
766,1,0,97,214,1.5899583374,0.175497482618,16.4,2034,52.6,18.8,46141,7199
767,6,4,744,719,13.174169677,0.258403529884,13.9,5043,39.6,24.8,50616,26835
768,151,0,14725,7497,146.46518319999996,0.484852906067,18.1,21423,31.7,44.7,58258,162385
769,2657,15,7022,6635,161.19786926,0.302089831566,16.5,11160,41.3,13.1,45419,65093
770,51,7,18629,11717,136.63334929,0.283797535145,5.0,6508,38.4,33.0,84861,58988
771,359,57,45630,61477,584.76648345,0.289145237803,5.2,30752,39.3,42.3,87391,234602
772,17,0,3993,2690,34.547662166,0.175861741525,15.1,4859,39.2,14.5,47858,27711
773,153,34,3887,2793,51.288943726999996,0.229037456659,10.7,6636,33.3,34.7,59193,49659
774,1176,108,17975,9902,380.97565271,0.46634515381,12.4,40421,33.3,38.8,58618,319090
775,63,0,2491,3137,2.5587515174,0.260055124541,15.2,12644,52.7,11.5,47031,46523
776,57,27,6177,8784,107.66103741,0.537098344693,10.2,14195,42.7,32.6,60251,76085
777,148,0,1577,3934,25.01462249,0.211487559555,16.8,2939,40.1,12.5,46764,15916
778,71,0,1525,2804,48.086327833,0.197746910205,16.9,3530,39.4,15.5,39833,22015
779,22,0,6502,25363,157.46085469,0.205464560081,8.6,12600,37.9,28.2,58057,88595
780,33,0,1992,3454,53.83678693,0.223188954038,26.1,5460,39.9,13.1,37331,29131
781,36,0,5973,1805,96.154009665,0.217064643309,15.2,4373,27.7,25.9,52532,52607
782,100,12,6405,6452,91.14470895299999,0.207260496405,19.1,6760,39.9,14.5,44261,38280
783,382,9,6976,11552,93.689022044,0.481489634929,11.7,13577,47.8,31.3,64916,59461
784,206,8,4552,9295,107.74438361,0.296733629811,13.0,9981,43.8,17.8,51388,53383
785,199,10,7281,11097,116.20104734,0.283939009933,9.9,10453,43.3,21.5,58925,57280
786,1008,32,15712,38903,400.65064847,0.382418604651,13.0,38400,43.2,23.8,55013,209281
787,988,51,20130,13137,188.62097719,0.366600696266,14.8,41650,41.2,24.7,54096,228671
788,2209,36,16690,16311,309.34872587,0.5101097740389999,15.2,22325,37.2,14.7,51790,149527
790,2348,5,2561,2238,13.093231142999999,0.633062382762,32.3,8412,32.0,11.6,33976,71367
791,762,24,12306,21366,200.73439178,0.249794505732,11.0,28920,41.4,21.0,60744,155027
795,73,18,6942,8261,96.91166412,0.3922611850060001,12.2,19408,41.5,16.6,58624,110593
796,62,0,2569,5481,47.991200971000005,0.637619372442,8.9,6832,43.7,36.7,68878,36777
797,55,13,3432,3971,62.583169139,0.49273318872,10.4,12283,46.6,30.3,51723,58191
798,827,10,2214,3289,71.923561531,0.42761028245,17.3,7171,45.9,18.5,42879,32316
799,30,7,3306,10428,171.47072076,0.276531448474,9.1,6788,44.7,22.8,70938,37348
800,46,52,12548,10462,87.816412897,0.384551700097,7.5,22508,40.6,25.6,63442,135692
801,620,33,11201,22609,227.46671712,0.524179470437,10.9,25528,39.5,21.8,57675,163354
802,77,0,11749,23315,125.52631489,0.373694440291,4.7,11411,38.6,33.7,82575,90687
803,31,14,4307,722,9.650222492000001,0.0738221354893,9.2,3971,33.5,19.2,78112,46341
804,76,14,2705,1794,14.953176216,0.202289723941,9.9,11087,36.6,22.7,64714,79858
805,399,18,25412,33787,200.22178346,0.223955277397,9.6,21695,37.4,29.2,66296,155271
806,101,4,9790,20226,152.32759668,0.391243738777,8.1,13470,40.7,24.8,65831,84769
807,65,6,5174,7568,63.282897588999994,0.485391942951,7.7,6468,42.9,23.0,63160,36960
808,15,0,438,381,101.09730097,0.666068561715,10.2,5248,56.1,48.6,62249,17582
809,11,0,1381,5076,18.456077462,0.264509064363,13.5,9689,46.6,18.5,51183,45723
810,136,0,2078,4622,61.538550758,0.218698381236,16.7,5668,43.4,17.1,48731,28576
811,223,156,28928,8336,197.5573514,0.373153234839,17.1,36007,43.3,24.9,41926,178124
812,55,6,7841,12549,64.12223077899999,0.37733151155,11.3,10768,40.9,20.1,59528,64658
813,19,0,5134,8383,33.083066459,0.511246337616,11.7,7600,41.9,24.0,50637,43150
814,24,0,4291,7623,53.36404640000001,0.409687230469,12.5,6688,34.3,28.0,57506,45368
815,253,88,10146,5351,337.55736828,0.467587853975,15.3,46335,39.4,27.7,48453,269728
816,168,20,7684,8041,77.891551197,0.676334226252,25.9,16249,39.6,19.5,37134,86175
817,138,15,13060,22386,255.31145916,0.211311411676,16.6,19478,36.2,24.5,48794,126884
818,637,98,18844,9134,172.75603372,0.460965899256,18.0,22029,39.0,23.1,47949,138293
819,365,17,8715,8162,160.46489451,0.545405012713,18.7,16592,36.3,18.5,45181,106721
820,39,25,26619,10745,228.28363229,0.303132254483,16.5,14731,43.3,23.5,50672,76978
821,89,16,12612,21158,238.15910556,0.2330806765800001,9.9,25022,43.4,24.0,57939,133088
822,113,27,10165,10966,328.83989693,0.184152948531,14.7,17356,39.5,21.9,50427,108110
823,276,12,6932,10822,118.83322041,0.467876906465,23.5,11912,41.4,17.2,37206,66618
824,4,4,1740,1964,15.28313493,0.1671595731,14.8,3860,46.7,15.5,44883,16526
825,191,35,17252,21058,159.59199841,0.34004252872,15.0,30578,41.0,26.4,52633,170872
826,228,0,20935,49369,206.4992844,0.38637083592,12.8,27136,36.0,23.8,62204,227907
827,296,6,2577,5586,55.596729558999996,0.503760886778,26.4,7439,44.3,15.5,36722,33745
828,109,6,4946,9759,110.12082279,0.25339706751200003,13.8,8051,39.4,15.4,56166,53948
829,38,2,2301,5984,39.865984721,0.17733043768800005,13.8,6445,41.9,16.7,53111,35514
830,27,0,2882,3136,25.342588379000002,0.172617412799,19.5,3192,33.5,14.0,46764,23021
831,21,0,2388,10028,71.619969175,0.149390626963,15.9,7098,40.9,17.0,48554,41753
832,29,0,1969,4676,32.045993415,0.193865242116,20.4,6474,43.4,16.4,44154,30026
833,49,6,4417,5232,111.01328032,0.17926014218199998,15.1,14283,44.5,15.3,44366,69069
834,34,20,10890,5745,402.84412486,0.198017396375,17.1,11409,40.4,16.1,44040,64934
835,88,65,10646,15790,157.20258709,0.285901676742,10.8,13716,38.8,21.8,57337,96387
836,437,7,2620,16764,134.3756967,0.247261680644,12.0,8469,37.5,16.7,60874,61599
837,58,12,1818,1363,40.090958631999996,0.116209047244,13.2,7236,41.3,19.3,47097,37864
838,202,28,4048,2920,96.054561794,0.488453911597,30.6,6489,37.3,15.5,33983,39288
839,108,14,5832,2315,75.509435696,0.446552292973,12.0,16263,47.3,33.3,67094,74228
840,23,0,1021,318,6.356440374500001,0.686615634424,8.6,995,41.5,56.7,69458,8179
841,1068,32,28148,26738,398.72059141,0.505520891052,9.8,46320,41.4,33.3,67790,265206
842,517,18,13592,18342,240.45156181,0.28397037308,16.8,15152,34.5,20.6,52502,119992
843,491,78,36649,10130,668.24945353,0.556516653618,14.4,41403,35.2,33.2,54165,289430
844,120,0,3728,6505,69.625311737,0.281656804734,13.0,4736,43.1,26.3,59362,27578
845,602,61,39853,13290,904.33168193,0.579654566745,20.1,24712,33.9,26.2,46628,195769
846,116,0,7305,11004,218.51540925,0.276037834997,5.7,5357,40.4,51.1,99497,40280
847,47,6,4049,5945,140.44249934,0.141396080675,11.0,6417,45.1,23.7,65062,32591
848,179,0,487,537,15.827719352999999,0.551640759931,30.8,1499,40.0,11.7,28298,6778
849,275,22,9451,11411,340.33316973,0.36033153431,17.3,11052,39.1,16.4,43510,66703
850,476,10,3551,2562,61.141832578999995,0.503052948145,25.7,4838,35.5,18.6,37562,29524
851,213,0,810,1557,25.409627259,0.5424742761429999,27.8,1622,40.9,12.3,35290,8531
852,255,20,7687,2630,155.79031876,0.304157549234,19.6,5778,35.5,16.5,45680,40644
853,115,0,679,1298,27.976777811999998,0.366666666667,27.9,1436,38.8,12.5,33261,7985
854,209,0,1388,5586,35.476726848,0.243769658843,20.5,3744,41.1,10.4,48708,20247
855,41,0,607,1236,20.246237336,0.244881889764,22.4,1244,43.8,12.3,42483,5718
856,109,0,4634,6428,123.83548313,0.123630136986,8.7,4659,43.4,30.4,68835,26108
857,539,8,20926,37459,731.21043705,0.539893663384,12.6,15585,36.4,27.1,60512,146343
858,32,0,765,3122,40.284179989,0.176652401331,17.1,1886,41.5,9.8,46218,11923
859,67,0,1903,4113,103.96149303,0.299273927393,17.3,3034,37.5,17.1,48323,19077
860,16,0,183,1845,37.650702451,0.31,17.2,1761,47.3,13.5,46967,7921
861,23,0,827,5617,8.5897142148,0.327086383602,8.1,3322,50.6,30.2,72121,18845
862,929,42,2056,3589,38.772802141999996,0.449863833755,19.5,37429,34.3,14.8,44116,213787
863,114,12,5556,9859,114.01021653,0.100059016042,14.5,14803,40.6,13.7,45796,83768
864,76,10,4075,6942,47.891104629,0.17623286023600002,19.7,9972,43.3,14.2,41929,51626
865,23,0,966,2174,22.823980559000002,0.14932910114,17.4,2938,44.5,12.5,40936,13805
866,156,48,6900,11770,138.81313278,0.254476592894,14.0,17876,41.4,23.9,48707,92729
867,67,0,1842,2807,15.113785233,0.278615167216,17.6,3038,43.6,11.1,44424,16326
868,232,20,28489,22711,2135.0741839,0.523003588453,4.9,8499,37.7,55.5,96924,70465
869,10,6,3843,3817,66.858209499,0.34353543582,11.8,9952,50.5,20.3,58515,39752
870,1634,28,4184,4507,43.399192676999995,0.6818279801680001,21.4,22446,32.4,14.5,46633,181215
871,6,5,3094,6212,22.357037187,0.175879699248,12.0,6234,33.5,20.7,50941,46811
872,300,41,13377,31566,391.53410967,0.231685808324,11.5,27959,33.4,18.3,53381,229849
873,207,6,8962,6490,111.60503213,0.343475030308,10.4,13839,50.1,30.4,59266,52276
874,703,26,10378,5151,98.192567737,0.322284387206,19.4,20481,37.3,20.5,48116,129648
875,831,64,9818,19183,170.29739933,0.322044252687,17.9,17724,35.1,19.4,47128,134758
876,192,15,2761,1887,66.385698464,0.5666448337969999,29.4,5586,41.0,17.8,33392,30693
877,28,0,535,1684,13.676416200999999,0.3486608201,20.1,1449,42.1,15.3,39508,7713
878,59,0,408,918,19.268154104,0.7368713531540001,37.0,1323,38.0,14.4,28542,8064
879,130,24,4848,3676,85.514469568,0.405661337949,18.0,6225,29.9,43.9,49381,54019
880,102,0,945,2234,29.228846945,0.344604202876,18.7,2167,40.3,15.6,40510,12586
881,139,42,20297,6584,189.87249178,0.301338587602,13.1,12089,37.2,23.9,51088,85436
882,81,0,2493,8398,49.978391123,0.54048169819,20.9,5857,40.2,13.7,40285,35294
883,60,10,6568,16962,136.36792119,0.309207237829,6.4,7883,41.0,20.5,82814,56579
884,420,0,8003,18419,61.44480003100001,0.445719389858,11.8,8077,32.5,33.5,65914,64222
885,17,0,1468,4704,24.459645838,0.3527696793,9.9,4242,42.4,21.1,58761,21067
886,1459,170,29197,16373,577.03834878,0.378785488418,13.5,51307,35.8,28.2,54473,379299
887,259,19,6817,5060,158.82833351,0.27849756329500003,19.9,12283,40.3,17.1,45138,65769
888,535,0,6274,8728,108.79302183,0.236799553945,11.6,7212,41.0,19.4,57193,44729
889,268,154,33367,12538,776.50862047,0.39323484859,15.1,29133,38.1,26.3,50500,181451
890,165,54,13915,5285,265.2407105,0.402385705982,19.2,16694,36.2,24.5,48335,107038
891,67,55,6250,13866,133.8663393,0.245361011375,10.3,27653,40.2,24.9,56188,165697
892,44,25,5670,2783,76.519560184,0.240258105131,12.3,12969,41.3,24.8,55174,65435
893,33,0,2503,6111,45.531319283,0.260091443501,12.5,6335,43.2,16.6,52936,32304
894,217,30,14227,9253,144.95426442,0.454687005507,14.4,21223,32.9,44.8,67087,171517
895,112,0,526,1651,13.409082383,0.272240527183,26.0,1617,38.1,11.7,35812,9494
896,242,0,3720,5443,31.335221614,0.382529450989,18.3,4606,39.7,14.2,44457,27463
897,50,10,3727,2692,101.29328541,0.296090778727,21.3,6447,35.3,29.0,41873,39001
898,64,8,9157,10925,121.75160919,0.434285714286,20.7,6478,25.1,46.0,47057,74232
899,51,20,3301,3873,49.38868617,0.284459228932,12.3,11874,40.4,20.5,49341,61998
900,206,16,20642,56545,456.57870505,0.270551034161,8.2,30876,39.8,28.0,65280,206428
901,241,8,9728,10627,68.590607713,0.29226278894,12.8,17889,42.6,23.1,54862,95379
902,199,52,28821,15525,397.51319692,0.29620769717900003,13.0,26739,41.4,21.9,53738,159551
903,323,166,27195,11813,397.85567395,0.557123421086,11.5,48292,42.1,39.2,53960,261191
904,33,8,5291,6542,92.567806459,0.296824950829,9.1,6728,40.6,16.7,56740,38087
905,171,18,10846,10790,295.43396577,0.427225701062,10.6,15642,44.8,22.7,53135,74266
906,23,12,2987,4406,53.389719869,0.310304367212,17.0,21619,47.5,17.2,46578,87487
907,229,35,33924,33368,237.92159069,0.291588338205,8.7,33045,43.2,35.4,67161,187853
908,243,38,16878,34951,259.16185882,0.331994105719,9.1,27141,39.7,26.2,66145,176862
909,17,20,1490,1313,30.155952191,0.356692610458,13.4,14597,38.2,26.0,50054,81366
910,13,5,896,4375,18.321220792000002,0.279472419889,15.5,10178,48.8,27.1,50055,43806
911,76,0,4630,7335,65.193056194,0.280931379523,14.1,6424,30.1,28.4,52151,54062
912,70,0,2809,4101,49.902573387,0.491450114447,21.8,5109,37.8,14.9,39198,34192
913,101,0,2005,4903,45.247071086000005,0.339085494043,19.8,4505,39.2,12.6,38173,26658
914,54,0,6600,869,21.1842105,0.7441524689579999,26.5,1139,33.9,16.8,33143,9632
915,83,8,4806,4872,69.332278998,0.173114119923,13.4,4623,38.2,14.8,46600,28815
916,168,22,2177,1842,60.51053992600001,0.675794386109,32.6,6953,36.9,18.8,33991,43909
917,7,0,807,3211,19.328436320999998,0.201595810996,14.2,3134,41.8,14.9,45955,16172
918,32,88,17611,11560,190.01852140000003,0.219286411092,16.6,17632,36.0,22.9,46596,121328
919,268,17,16823,25414,355.49211654,0.513766600901,9.7,18162,36.9,35.6,69919,130633
920,26,8,3586,1821,16.183646715,0.223213771662,16.1,7684,31.7,13.0,51656,71070
921,128,0,4704,11686,117.55260414,0.374639910161,9.2,6528,44.4,28.2,72993,37109
922,217,10,4360,3288,48.914969459,0.432957765039,18.7,7713,48.4,18.4,44832,30587
924,36,4,2951,10772,81.14712084,0.27062115277,15.3,12520,46.6,20.5,53522,56042
925,81,0,6810,4009,53.751162248,0.6779821285050001,12.0,9065,47.0,38.6,54441,42222
926,187,12,26737,18498,151.74823151,0.593169914847,8.7,18447,38.8,53.5,80392,109330
927,32,0,4546,10565,61.741048975,0.240974196663,7.4,7053,47.0,28.7,71874,33419
928,99,0,3100,8870,77.906075915,0.482682083312,11.1,7317,40.0,23.7,61129,49402
929,211,18,6530,3844,115.9279,0.459246588965,23.1,8917,37.1,23.7,44348,58595
930,16,6,680,913,1.8739388557,0.206290322581,13.4,2389,38.0,20.3,61773,14800
931,29,9,4701,6430,99.960274273,0.221203087977,13.9,6579,45.2,18.5,50064,30531
932,35,0,8453,12945,163.30210871,0.236632164628,10.0,9788,41.8,26.7,61995,56450
933,41,4,3431,6685,45.901637101000006,0.5479037704,19.0,4761,39.5,16.9,43125,30073
